n20,loss
0.0,39.0
0.0020100502512562816,39.0
0.004020100502512563,39.0
0.006030150753768845,39.0
0.008040201005025126,39.0
0.010050251256281409,39.0
0.01206030150753769,39.0
0.01407035175879397,39.0
0.016080402010050253,39.0
0.018090452261306535,39.0
0.020100502512562818,39.0
0.022110552763819097,39.0
0.02412060301507538,39.0
0.026130653266331662,39.0
0.02814070351758794,39.0
0.030150753768844223,39.0
0.032160804020100506,39.0
0.034170854271356785,39.0
0.03618090452261307,39.0
0.03819095477386935,39.0
0.040201005025125636,39.0
0.042211055276381915,39.0
0.044221105527638194,39.0
0.04623115577889448,39.0
0.04824120603015076,39.0
0.05025125628140704,39.0
0.052261306532663324,39.0
0.0542713567839196,39.0
0.05628140703517588,39.0
0.05829145728643217,39.0
0.06030150753768845,39.0
0.06231155778894473,39.0
0.06432160804020101,39.0
0.06633165829145729,39.0
0.06834170854271357,39.0
0.07035175879396986,39.0
0.07236180904522614,39.0
0.07437185929648242,39.0
0.0763819095477387,39.0
0.07839195979899498,39.0
0.08040201005025127,39.0
0.08241206030150755,39.0
0.08442211055276383,39.0
0.08643216080402011,39.0
0.08844221105527639,39.0
0.09045226130653267,39.0
0.09246231155778896,39.0
0.09447236180904524,39.0
0.09648241206030152,39.0
0.0984924623115578,39.0
0.10050251256281408,39.0
0.10251256281407037,39.0
0.10452261306532665,39.0
0.10653266331658293,39.0
0.1085427135678392,39.0
0.11055276381909548,39.0
0.11256281407035176,39.0
0.11457286432160806,39.0
0.11658291457286434,39.0
0.11859296482412061,39.0
0.1206030150753769,39.0
0.12261306532663317,39.0
0.12462311557788947,39.0
0.12663316582914574,39.0
0.12864321608040202,39.0
0.1306532663316583,39.0
0.13266331658291458,39.0
0.13467336683417086,39.0
0.13668341708542714,39.0
0.13869346733668342,39.0
0.14070351758793972,39.0
0.142713567839196,39.0
0.14472361809045228,39.0
0.14673366834170856,39.0
0.14874371859296484,39.0
0.15075376884422112,39.0
0.1527638190954774,39.0
0.15477386934673368,39.0
0.15678391959798996,39.0
0.15879396984924624,39.0
0.16080402010050254,39.0
0.16281407035175882,39.0
0.1648241206030151,39.0
0.16683417085427138,39.0
0.16884422110552766,39.0
0.17085427135678394,39.0
0.17286432160804022,39.0
0.1748743718592965,39.0
0.17688442211055277,39.0
0.17889447236180905,39.0
0.18090452261306533,39.0
0.18291457286432164,39.0
0.18492462311557792,39.0
0.1869346733668342,39.0
0.18894472361809048,39.0
0.19095477386934676,39.0
0.19296482412060303,39.0
0.1949748743718593,39.0
0.1969849246231156,39.0
0.19899497487437187,39.0
0.20100502512562815,39.0
0.20301507537688443,39.0
0.20502512562814074,39.0
0.20703517587939702,39.0
0.2090452261306533,39.0
0.21105527638190957,39.0
0.21306532663316585,39.0
0.21507537688442213,39.0
0.2170854271356784,39.0
0.2190954773869347,39.0
0.22110552763819097,39.0
0.22311557788944725,39.0
0.22512562814070353,39.0
0.22713567839195983,39.0
0.2291457286432161,39.0
0.2311557788944724,39.0
0.23316582914572867,39.0
0.23517587939698495,39.0
0.23718592964824123,39.0
0.2391959798994975,39.0
0.2412060301507538,39.0
0.24321608040201007,39.0
0.24522613065326634,39.0
0.24723618090452265,39.0
0.24924623115577893,39.0
0.2512562814070352,39.0
0.2532663316582915,39.0
0.25527638190954777,39.0
0.25728643216080405,39.0
0.2592964824120603,39.0
0.2613065326633166,39.0
0.2633165829145729,39.0
0.26532663316582916,39.0
0.26733668341708544,39.0
0.2693467336683417,39.0
0.271356783919598,39.0
0.2733668341708543,39.0
0.27537688442211056,39.0
0.27738693467336684,39.0
0.27939698492462317,39.0
0.28140703517587945,39.0
0.28341708542713573,39.0
0.285427135678392,39.0
0.2874371859296483,39.0
0.28944723618090457,38.339357890928774
0.29145728643216084,38.35650638240904
0.2934673366834171,38.36809128259325
0.2954773869346734,38.38026242225262
0.2974874371859297,38.39169380799774
0.29949748743718596,38.40312065134664
0.30150753768844224,38.41390432360715
0.3035175879396985,38.424868434672746
0.3055276381909548,38.43563239345307
0.3075376884422111,38.445783887762346
0.30954773869346736,38.456122556275545
0.31155778894472363,38.465540429536674
0.3135678391959799,38.475239309854594
0.3155778894472362,38.48488114241357
0.31758793969849247,38.49408041567243
0.31959798994974875,38.502985714353244
0.3216080402010051,38.51174056308639
0.32361809045226136,38.520372564595796
0.32562814070351764,38.52869892095118
0.3276381909547739,38.53706268741905
0.3296482412060302,38.54505396816776
0.3316582914572865,38.552824884116816
0.33366834170854276,38.56082856264068
0.33567839195979904,38.56826410594234
0.3376884422110553,38.57595776728258
0.3396984924623116,38.58326773859296
0.3417085427135679,38.590415908690936
0.34371859296482415,38.59757038004622
0.34572864321608043,38.604497802137566
0.3477386934673367,38.61138789357673
0.349748743718593,38.617982461183765
0.35175879396984927,38.6247851796626
0.35376884422110555,38.63132017934293
0.35577889447236183,38.6375132896057
0.3577889447236181,38.64400435773754
0.3597989949748744,38.65039171753257
0.36180904522613067,38.65660231352905
0.36381909547738694,38.66270424169504
0.3658291457286433,38.668769924089666
0.36783919597989956,38.67476131445431
0.36984924623115584,38.68066752692073
0.3718592964824121,38.68646569153675
0.3738693467336684,38.69233962829263
0.3758793969849247,38.69805361450879
0.37788944723618095,38.70382514803589
0.37989949748743723,38.70943949619831
0.3819095477386935,38.715007841841754
0.3839195979899498,38.720727445314054
0.38592964824120607,38.726265501441546
0.38793969849246235,38.73192876110932
0.3899497487437186,38.73746377376001
0.3919597989949749,38.743063164474776
0.3939698492462312,38.74876745443842
0.39597989949748746,38.75436522765391
0.39798994974874374,38.76023037582798
0.4,38.766219100737075
